audio_file,ground_truth_speakers,num_speakers,accuracy
mix_5_speakers_017.wav,Chris_Colfer|James_Marsden|Barbara_Hershey|Sam_Raimi|Carrie_Ann_Inaba,5,1.0
mix_5_speakers_018.wav,John_Turturro|Michael_Weatherly|Jet_Li|Kiefer_Sutherland|Jeff_Daniels,5,1.0
mix_5_speakers_019.wav,Bob_Barker|Scott_Speedman|Ruta_Lee|Richard_Dean_Anderson|Jesse_Metcalfe,5,1.0
mix_5_speakers_020.wav,Maria_Sharapova|Kathryn_Hahn|Rainn_Wilson|Michael_Mando|Rose_McIver,5,1.0
mix_5_speakers_021.wav,Christopher_Mintz-Plasse|Julia_Louis-Dreyfus|Lindsey_Morgan|Caroline_Rhea|Shonda_Rhimes,5,1.0
mix_5_speakers_022.wav,Clive_Owen|Sam_Raimi|Reece_Ritchie|Padma_Lakshmi|Derek_Mears,5,1.0
mix_5_speakers_023.wav,Ruth_Jones|Jeremy_Irons|Sam_Palladio|Cliff_Curtis|Kelly_Rutherford,5,1.0
mix_5_speakers_024.wav,James_Marsden|Uzo_Aduba|Odeya_Rush|Om_Puri|Katie_Stevens,5,1.0
mix_5_speakers_025.wav,Michael_Shannon|Misha_Collins|Michelle_Stafford|Jessica_De_Gouw|Joel_Edgerton,5,1.0
mix_5_speakers_026.wav,Julia_Louis-Dreyfus|Megan_Fox|Mary-Louise_Parker|Sam_Palladio|Zachary_Gordon,5,1.0
mix_5_speakers_027.wav,Ingrid_Bergman|Giuliana_Rancic|Kim_Zolciak-Biermann|Catherine_Hardwicke|Lisa_Rinna,5,1.0
mix_5_speakers_028.wav,Jill_Scott|Matt_Dallas|Tanya_Tate|Candace_Cameron_Bure|Harry_Connick_Jr.,5,1.0
mix_5_speakers_029.wav,Oona_Chaplin|Michael_Cera|Dustin_Milligan|Stanley_Tucci|Indira_Varma,5,1.0
mix_5_speakers_030.wav,Mary-Louise_Parker|Jack_Griffo|Chris_Pine|Hilarie_Burton|Jeanine_Mason,5,1.0
mix_5_speakers_031.wav,Damian_Lewis|Mena_Suvari|Harry_Connick_Jr.|Deidre_Hall|Jeremy_Irons,5,1.0
mix_5_speakers_032.wav,Olivia_Holt|David_Attenborough|Dylan_Moran|Natalia_Tena|Oona_Chaplin,5,1.0
mix_5_speakers_033.wav,Jon_Seda|Miles_Teller|Amy_Schumer|Max_Adler|Nick_Kroll,5,1.0
mix_5_speakers_034.wav,Alan_Tudyk|Nick_Thune|David_Attenborough|Roma_Downey|Jessica_De_Gouw,5,1.0
mix_5_speakers_035.wav,Silas_Weir_Mitchell|Tamsin_Greig|Sam_Raimi|Laura_Carmichael|Robbie_Amell,5,1.0
mix_5_speakers_036.wav,Michael_Mando|Derek_Theler|Robert_Pattinson|Andrew_Scott|Carolyn_Hennesy,5,1.0
mix_5_speakers_037.wav,Matthew_Modine|Alex_Kingston|Mary-Louise_Parker|Sarah_Hyland|Loretta_Swit,5,1.0
mix_5_speakers_038.wav,Witney_Carson|Cher|Tyler_Hoechlin|John_Lloyd_Young|Josh_Gad,5,1.0
mix_5_speakers_039.wav,Cierra_Ramirez|Viggo_Mortensen|Loretta_Swit|Nadia_Bjorlin|Glenn_Close,5,1.0
mix_5_speakers_040.wav,Sam_Raimi|Silas_Weir_Mitchell|Xavier_Samuel|Donald_Glover|Scott_Porter,5,1.0
mix_5_speakers_041.wav,Scott_Porter|Alan_Tudyk|Danny_Dyer|Troye_Sivan|Catherine_Hardwicke,5,1.0
mix_5_speakers_042.wav,Robert_Davi|Ryan_Kwanten|Moritz_Bleibtreu|Tanya_Tate|Tamala_Jones,5,1.0
mix_5_speakers_043.wav,David_Oyelowo|Jack_Griffo|Nicole_Beharie|Amitabh_Bachchan|Shannen_Doherty,5,1.0
mix_5_speakers_044.wav,Quentin_Tarantino|Ryan_Potter|Seann_William_Scott|Ryan_Kwanten|Agyness_Deyn,5,1.0
mix_5_speakers_045.wav,Carolyn_Hennesy|Regina_Hall|Kiefer_Sutherland|Woody_Harrelson|David_Henrie,5,1.0
mix_5_speakers_046.wav,Jesse_Metcalfe|Luke_Newberry|Andrew_Scott|Iwan_Rheon|Kimberly_Elise,5,1.0
mix_5_speakers_047.wav,John_Cho|Cher|Indira_Varma|Peter_Berg|Miles_Teller,5,1.0
mix_5_speakers_048.wav,Janel_Parrish|Ken_Marino|Gugu_Mbatha-Raw|Jasmine_Guy|Joaquim_de_Almeida,5,1.0
mix_5_speakers_049.wav,Josh_Groban|Harry_Shum_Jr.|Michael_Copon|Fawad_Khan|Tamsin_Greig,5,1.0
mix_5_speakers_050.wav,James_Marsden|Chris_Pine|Tim_Burton|Janina_Gavankar|Stanley_Tucci,5,1.0
